id_carta,id_mazo,numero_copias,banquillo
22734,78,2,t
45755,78,4,t
967,78,2,f
34974,78,1,f
9808,78,1,f
27544,78,1,f
15435,78,3,f
31197,78,1,f
16389,78,3,t
13984,79,3,t
43036,79,4,f
29542,79,4,f
12879,79,1,f
35201,79,2,f
2403,79,4,f
23559,79,3,f
16802,79,2,f
33725,79,1,f
32086,79,1,f
34568,79,1,t
7049,79,4,t
38748,79,3,t
839,79,3,t
23490,79,4,t
9070,79,3,t
43896,79,3,f
21452,79,4,t
32878,79,2,f
4677,79,3,f
42959,79,4,t
13590,79,3,t
39764,79,1,t
45710,79,4,t
37523,79,2,f
2377,79,1,t
11302,79,1,t
8855,79,3,t
18104,79,2,t
4060,79,4,f
27722,79,3,t
35158,79,2,t
40976,79,3,t
5703,79,4,t
34192,79,3,t
44049,79,3,t
32187,79,2,t
44031,79,2,t
42005,79,3,t
11698,79,3,f
31175,80,4,t
24125,80,1,f
24567,80,3,t
37539,80,4,f
13754,80,2,t
2346,80,3,f
12127,80,1,f
7339,80,3,f
2135,80,2,t
35720,80,3,t
10924,80,4,f
13112,80,2,t
195,80,1,t
7166,80,1,f
41746,80,1,f
2075,80,1,f
12846,80,3,f
30460,80,2,t
21763,80,3,f
8110,80,4,t
25100,80,2,f
5139,80,3,f
12815,80,3,f
23316,80,1,f
23536,80,2,t
18296,80,4,f
8467,80,1,t
8318,80,1,t
12191,80,4,t
38523,80,2,t
37057,80,1,f
14131,80,1,t
538,80,2,t
41637,80,1,t
23606,80,2,t
42453,80,2,t
24451,80,4,f
37702,80,1,f
40517,80,3,f
41380,80,2,t
34130,81,2,t
44063,81,3,f
7238,81,2,f
35567,81,2,t
22685,81,1,f
5204,81,4,f
8418,81,2,f
43876,81,1,t
28540,81,3,f
12371,81,1,t
4896,81,3,f
28105,81,2,f
19007,81,3,f
35245,81,4,f
34853,81,1,f
31536,81,1,f
22277,81,4,t
41248,81,1,t
17689,81,4,f
34712,81,2,f
19260,81,1,f
4969,81,4,f
43784,81,3,f
20364,81,4,t
2642,81,3,f
27340,81,2,t
4965,81,4,f
22014,81,2,f
12668,81,3,f
35427,81,3,t
39437,81,3,f
4845,81,1,f
13775,81,2,t
39159,81,4,f
24926,81,4,f
25668,81,4,f
14355,81,4,f
13769,81,2,t
4506,81,4,t
5920,81,2,t
2711,82,3,f
15009,82,3,t
19931,82,1,f
818,82,1,f
44501,82,1,f
19056,82,2,f
21273,82,3,t
33912,82,3,t
36493,82,3,t
44092,82,1,t
12477,82,1,t
6460,82,3,f
20687,82,3,t
37539,82,1,f
22302,82,1,f
19342,82,1,t
11726,82,2,f
17274,82,2,f
27256,82,1,f
6978,82,2,f
28219,82,3,f
33768,82,3,f
21249,82,2,t
28822,82,2,t
12807,82,1,t
32036,82,1,t
41535,82,4,t
18177,82,4,t
8650,82,4,f
5248,82,2,f
30096,82,1,t
929,82,1,t
6880,82,4,f
5483,82,4,t
5726,82,1,t
1215,82,1,f
22653,82,2,f
4151,82,4,f
8940,82,4,f
8362,82,2,f
29734,83,2,f
24328,83,3,t
23311,83,3,t
42745,83,4,t
24540,83,4,f
10056,83,3,f
12142,83,2,f
38397,83,4,t
45128,83,3,f
34407,83,1,f
16957,83,4,t
18944,83,2,f
26803,83,4,t
39735,83,1,t
7437,83,4,f
16518,83,2,f
31580,83,4,t
38070,83,1,t
15223,83,1,f
19718,83,2,t
20040,83,4,t
36465,83,1,t
43001,83,2,f
44864,83,1,t
17215,83,2,t
1201,83,4,f
30690,83,1,t
32524,83,3,t
847,83,1,t
10570,83,3,t
25400,83,3,t
44273,83,2,f
25023,83,1,f
18899,83,1,t
39341,83,4,f
14177,83,1,t
15948,83,2,f
639,83,3,f
11472,83,4,t
33172,83,2,t
5471,84,1,f
2033,84,4,t
29216,84,1,t
2871,84,3,t
20636,84,3,f
39427,84,1,f
24542,84,2,t
36513,84,3,f
29783,84,1,t
30089,84,1,f
8897,84,1,t
32776,84,2,t
4925,84,1,t
11155,84,3,t
45481,84,4,f
32389,84,1,t
26604,84,4,f
23342,84,4,f
30544,84,3,f
14557,84,3,f
40979,84,3,t
760,84,3,t
35118,84,4,f
10355,84,3,f
32433,84,4,t
6159,84,4,f
14515,84,1,t
10513,84,3,t
13839,84,4,t
7452,84,2,t
22352,84,1,f
15215,84,4,f
40153,84,1,t
8102,84,1,t
26583,84,2,f
5359,84,4,t
6417,84,4,t
7337,84,3,f
22285,84,4,t
31224,84,4,f
8697,85,3,f
16862,85,3,t
574,85,4,f
23132,85,3,f
41149,85,4,f
13421,85,3,f
5944,85,1,t
11916,85,3,f
38357,85,1,f
29499,85,1,t
40909,85,3,f
28158,85,2,f
5952,85,4,t
26707,85,4,f
21957,85,4,t
41695,85,3,f
44668,85,4,f
5344,85,4,t
33038,85,4,f
11774,85,3,f
6311,85,2,t
31496,85,2,t
31179,85,3,t
8206,85,3,f
14062,85,4,t
35915,85,1,t
41075,85,3,t
4224,85,3,t
3909,85,2,f
42867,85,2,t
39585,85,2,f
19942,85,3,f
20788,85,4,t
33493,85,1,f
31312,85,3,f
8446,85,1,t
44670,85,3,t
2880,85,3,f
11764,85,2,t
14536,85,3,t
10491,86,2,t
7370,86,4,t
43940,86,1,t
31842,86,2,f
41611,86,3,f
35560,86,1,f
44325,86,1,f
11442,86,4,t
9453,86,1,t
7460,86,1,t
10569,86,2,f
26031,86,4,f
12435,86,2,f
16619,86,1,t
43016,86,4,t
423,86,2,t
37110,86,1,f
3062,86,3,t
20684,86,2,t
39802,86,4,t
19521,86,3,t
37841,86,2,f
21427,86,1,t
20572,86,4,f
35167,86,2,t
36965,86,4,t
13429,86,1,t
6331,86,4,t
34729,86,2,f
27707,86,3,t
3126,86,2,t
10968,86,1,t
22004,86,1,f
35244,86,2,t
41668,86,4,t
6268,86,2,f
43785,86,4,t
42329,86,2,t
23864,86,4,t
15157,86,1,t
32225,87,1,f
9230,87,3,t
6417,87,3,f
6729,87,2,t
36944,87,4,f
10364,87,2,f
17262,87,4,f
18641,87,1,t
24626,87,4,t
563,87,4,f
32257,87,1,t
28467,87,2,t
5236,87,4,t
45482,87,4,f
6108,87,2,f
38983,87,1,t
12646,87,2,f
19760,87,3,f
6520,87,3,t
14208,87,3,t
36843,87,1,t
25632,87,4,t
6366,87,4,t
31927,87,4,t
43942,87,2,t
4089,87,1,f
20129,87,1,f
2892,87,1,t
21029,87,2,f
23224,87,4,t
33448,87,4,f
38438,87,2,f
2512,87,2,t
5872,87,2,t
44928,87,1,f
12552,87,3,t
15785,87,2,t
24591,87,1,t
17833,87,3,t
13011,87,4,t
20727,88,2,t
38195,88,3,t
9952,88,2,t
10531,88,4,f
26423,88,1,f
2351,88,3,t
11862,88,2,t
9818,88,1,f
29564,88,1,t
22188,88,3,t
28660,88,2,f
25915,88,3,f
22949,88,4,t
28200,88,3,t
33462,88,2,t
23200,88,3,f
19164,88,4,t
8998,88,1,f
29573,88,2,t
20659,88,2,t
22045,88,4,f
45476,88,2,t
12224,88,3,f
34440,88,4,t
40717,88,3,t
3765,88,1,f
33044,88,1,f
6251,88,1,f
9816,88,4,f
20628,88,4,f
44082,88,4,f
27306,88,2,t
15107,88,3,t
32519,88,4,t
45976,88,2,f
41197,88,4,t
18844,88,4,t
24173,88,1,t
4326,88,1,f
22173,88,1,t
21714,89,3,t
16644,89,1,t
6344,89,4,t
1727,89,1,f
15697,89,2,t
19098,89,1,f
22430,89,4,t
4107,89,1,f
23245,89,1,t
21141,89,3,f
39327,89,3,t
45820,89,2,t
8389,89,1,t
19444,89,2,t
44883,89,1,t
35424,89,1,f
11932,89,4,t
33028,89,2,t
41374,89,3,t
35331,89,3,t
35668,89,4,f
9706,89,1,f
24217,89,3,t
21634,89,4,f
34822,89,3,f
34175,89,1,t
22699,89,4,t
20342,89,3,t
31403,89,3,t
8845,89,1,t
15839,89,1,f
24702,89,2,t
7308,89,4,t
4790,89,3,t
13109,89,2,t
2258,89,4,f
37413,89,4,t
45379,89,2,f
19981,89,1,f
1005,89,2,f
39078,90,1,f
41515,90,4,f
23449,90,1,f
17389,90,1,f
39690,90,4,t
45436,90,3,f
40152,90,2,t
22974,90,4,f
5512,90,4,f
25958,90,1,f
15771,90,3,t
37756,90,2,t
19046,90,4,t
16816,90,4,t
25963,90,1,t
34860,90,3,t
35867,90,3,t
8038,90,1,f
5651,90,4,f
25081,90,2,f
18176,90,3,f
8530,90,3,t
5078,90,2,f
37595,90,3,f
28899,90,2,f
10276,90,1,t
29989,90,1,t
29706,90,1,t
3977,90,2,t
20042,90,1,t
28843,90,4,t
34130,90,4,t
8309,90,2,t
37632,90,3,f
4431,90,4,t
34504,90,4,f
1790,90,2,f
29802,90,2,f
11753,90,1,f
15999,90,3,f
38634,91,1,t
28777,91,4,f
40820,91,4,f
15603,91,4,f
15185,91,3,t
7888,91,3,f
6254,91,3,t
27543,91,3,f
36897,91,4,f
42614,91,2,t
9022,91,2,f
3013,91,2,t
27956,91,1,t
36229,91,3,t
35493,91,1,f
45153,91,2,t
32295,91,4,t
18233,91,1,t
15813,91,1,f
45995,91,3,f
26346,91,4,f
23351,91,2,t
18293,91,1,f
13218,91,1,t
7237,91,4,f
44668,91,2,f
33412,91,1,t
41421,91,1,f
35335,91,4,t
32413,91,1,f
18868,91,3,t
2035,91,1,t
20929,91,3,f
43256,91,2,f
17311,91,1,t
36750,91,3,f
4706,91,1,t
17426,91,4,f
23620,91,4,t
14800,91,3,t
42757,92,1,f
4956,92,3,f
26267,92,1,t
14503,92,2,t
9693,92,4,f
30917,92,1,t
5706,92,3,t
16645,92,4,t
45331,92,1,f
20364,92,2,f
40724,92,4,t
919,92,4,f
27844,92,3,f
21559,92,3,f
33272,92,4,f
8581,92,2,f
21654,92,4,t
39890,92,2,t
20387,92,1,t
21975,92,1,t
27377,92,2,t
22526,92,3,t
18878,92,3,f
45749,92,2,f
16711,92,1,f
9803,92,4,t
7231,92,2,f
4115,92,2,t
22929,92,3,f
4248,92,2,t
39547,92,3,f
3390,92,1,f
43771,92,2,t
3757,92,4,f
28227,92,3,f
33108,92,4,f
39784,92,3,f
3173,92,2,f
21740,92,3,f
35668,92,1,t
6376,93,4,t
45958,93,3,f
13360,93,1,t
12443,93,3,t
7651,93,1,t
5792,93,2,f
41404,93,3,f
2365,93,3,t
38417,93,2,t
23257,93,1,t
9102,93,2,t
34705,93,2,f
11757,93,3,t
19268,93,4,f
10860,93,2,f
32,93,2,t
2311,93,1,f
26509,93,4,t
7805,93,2,f
4160,93,1,f
11684,93,4,t
45539,93,2,t
18742,93,4,t
37437,93,4,f
1720,93,3,t
33502,93,2,f
41377,93,2,f
1380,93,1,f
35784,93,4,f
30999,93,4,t
43803,93,3,f
15093,93,4,f
30952,93,4,f
24846,93,3,t
34060,93,3,t
37002,93,2,f
35223,93,1,f
37284,93,4,f
19285,93,3,f
29777,93,2,t
17796,94,3,t
44440,94,1,f
2941,94,1,f
42140,94,3,t
13225,94,2,t
12250,94,4,t
19939,94,2,f
33836,94,1,t
3504,94,4,t
21421,94,2,f
10170,94,3,f
20329,94,1,f
26207,94,1,f
36923,94,1,f
37323,94,4,f
43548,94,3,t
41827,94,2,t
9558,94,2,t
17788,94,4,t
31537,94,3,f
45772,94,4,t
18464,94,3,t
27088,94,4,f
7101,94,1,t
9283,94,4,f
33791,94,2,f
34318,94,4,t
40507,94,4,t
12755,94,2,f
39058,94,2,f
39843,94,3,t
25027,94,2,t
23717,94,2,f
24036,94,3,t
44010,94,1,f
26449,94,3,t
3792,94,4,f
6047,94,2,f
841,94,4,f
1608,94,4,t
24068,95,3,f
1877,95,2,t
13356,95,3,t
1624,95,3,f
27823,95,1,t
36896,95,3,t
17520,95,1,f
779,95,2,t
38639,95,2,t
44989,95,4,f
43624,95,1,f
1034,95,1,t
2597,95,1,f
2819,95,3,t
17923,95,3,t
19801,95,1,t
41710,95,3,t
102,95,4,f
11926,95,1,f
11513,95,3,f
29155,95,1,t
4598,95,3,f
24131,95,4,f
29891,95,3,t
42943,95,1,f
39708,95,3,t
22994,95,1,t
6776,95,3,f
908,95,2,f
11802,95,1,f
41694,95,4,f
38202,95,4,t
23886,95,4,t
11488,95,4,f
4181,95,3,t
37022,95,4,t
12527,95,3,t
21896,95,4,f
16795,95,2,f
27974,95,4,t
33983,96,1,t
4238,96,3,f
5104,96,2,t
45452,96,4,f
25679,96,4,t
3403,96,3,f
26397,96,3,f
12936,96,4,f
2123,96,2,t
992,96,1,t
10938,96,1,t
4102,96,1,t
44306,96,3,t
17721,96,3,f
29606,96,4,t
36443,96,2,t
31522,96,1,t
640,96,2,t
41479,96,3,t
3704,96,1,f
2465,96,1,t
16239,96,1,t
21188,96,3,t
32201,96,3,t
41035,96,2,t
38145,96,1,f
21205,96,1,f
8346,96,2,f
15973,96,1,f
23835,96,2,f
20522,96,2,t
17800,96,3,f
28814,96,4,f
15975,96,4,t
25563,96,1,t
41897,96,1,t
9612,96,4,t
21768,96,1,t
2469,96,3,t
34795,96,4,f
33097,97,2,t
23116,97,1,f
15919,97,4,f
33069,97,2,f
24660,97,2,t
45855,97,2,t
44436,97,2,f
36763,97,1,f
30132,97,3,t
6640,97,3,t
3749,97,4,t
11417,97,2,t
16693,97,3,t
45114,97,1,t
23093,97,1,f
3846,97,4,t
24452,97,3,f
22537,97,4,t
23921,97,1,f
7843,97,2,t
41161,97,4,f
37739,97,3,t
30925,97,1,t
35389,97,2,t
12954,97,3,f
44523,97,1,t
13434,97,4,f
22716,97,4,t
12720,97,2,f
11752,97,1,t
23286,97,4,t
24549,97,1,t
25848,97,1,t
17667,97,4,t
41331,97,3,t
14743,97,3,f
34723,97,1,f
21878,97,2,t
20546,97,3,f
31761,97,4,f
14536,98,1,f
14086,98,2,t
10124,98,3,f
36597,98,3,f
20636,98,3,t
45618,98,2,f
27248,98,4,t
27542,98,2,t
21548,98,1,f
43308,98,3,f
39861,98,3,t
30474,98,4,f
12324,98,1,t
5201,98,4,f
15863,98,1,f
40895,98,3,f
42118,98,4,t
39729,98,1,f
14597,98,2,f
13324,98,4,t
14886,98,4,f
22979,98,1,t
13581,98,4,t
42701,98,1,f
14574,98,3,t
16258,98,1,f
9798,98,1,f
28006,98,3,f
23407,98,3,t
7839,98,4,f
700,98,3,t
38627,98,2,t
18688,98,4,f
39854,98,1,f
32159,98,3,t
8989,98,4,f
11967,98,4,f
31355,98,1,t
7811,98,2,t
15446,98,2,t
34152,99,1,t
14641,99,2,t
428,99,1,f
34923,99,4,f
24715,99,3,f
26894,99,4,f
25786,99,2,t
42593,99,4,t
31192,99,2,f
14887,99,2,f
43181,99,4,f
38969,99,3,t
18443,99,3,f
28025,99,1,f
28590,99,1,f
45716,99,1,f
42011,99,3,f
24876,99,1,t
11664,99,4,t
25896,99,4,t
10923,99,1,t
43308,99,2,t
19740,99,2,t
40732,99,4,f
26091,99,3,f
40305,99,3,t
3979,99,1,t
15563,99,4,f
39118,99,3,t
7661,99,1,t
30022,99,2,t
16854,99,2,f
3761,99,1,t
31176,99,4,f
22349,99,3,t
9488,99,3,f
1648,99,1,t
10037,99,2,t
5026,99,3,f
15864,99,2,t
337,100,2,f
4861,100,1,t
42855,100,2,t
10930,100,4,f
38113,100,4,t
43060,100,1,f
12920,100,1,t
36400,100,3,t
21999,100,1,t
1706,100,2,f
14943,100,2,t
7850,100,2,t
16131,100,1,f
24147,100,1,f
44402,100,2,t
41197,100,4,t
10663,100,1,t
25827,100,2,t
26631,100,2,t
27998,100,3,t
19674,100,2,f
39704,100,1,f
17735,100,4,t
89,100,2,f
12090,100,1,f
32523,100,4,t
19485,100,4,t
31175,100,1,t
21883,100,2,t
30209,100,4,f
24562,100,1,f
10560,100,1,t
10151,100,2,f
20026,100,2,t
17252,100,1,f
12119,100,4,f
14063,100,4,t
24348,100,2,f
23975,100,3,t
17394,100,3,f
33715,101,3,f
18029,101,3,t
14513,101,2,f
27821,101,3,f
5122,101,3,t
44462,101,2,t
30272,101,2,f
4557,101,3,t
21004,101,4,t
27913,101,2,f
2422,101,2,t
19850,101,2,t
41454,101,1,f
20025,101,3,t
39068,101,1,f
13040,101,4,t
25017,101,3,f
35584,101,4,f
42153,101,3,f
26414,101,3,f
42755,101,4,t
38663,101,3,t
3062,101,1,f
5287,101,1,f
7941,101,4,t
29004,101,2,t
17304,101,4,t
32455,101,1,t
40591,101,1,f
1149,101,2,f
42812,101,3,t
13947,101,4,f
38574,101,3,t
1614,101,4,t
44334,101,2,t
38341,101,2,t
10964,101,2,f
37636,101,2,f
43277,101,2,t
24201,101,3,f
42047,102,2,f
27829,102,1,f
41484,102,4,f
5516,102,3,f
30058,102,4,f
6486,102,4,t
19669,102,4,f
22735,102,4,f
20351,102,4,t
13222,102,4,t
24916,102,1,t
32038,102,3,t
32656,102,2,t
27013,102,2,f
4858,102,3,f
9277,102,4,t
38016,102,3,f
23872,102,3,t
21763,102,2,t
15577,102,2,f
15813,102,2,t
17908,102,1,f
22711,102,2,t
35129,102,4,t
33840,102,2,t
17092,102,2,f
28889,102,3,t
8798,102,4,t
44247,102,4,f
32804,102,4,t
16216,102,2,f
12978,102,1,f
2494,102,4,t
28645,102,2,t
14688,102,2,t
4994,102,1,f
38176,102,1,t
14495,102,3,t
31929,102,1,t
11783,102,3,t
17630,103,1,f
3908,103,2,t
20016,103,3,t
1197,103,3,f
35722,103,3,f
20193,103,3,t
17803,103,4,t
34763,103,2,t
29568,103,3,f
32166,103,3,f
17421,103,4,f
36590,103,1,f
7640,103,2,f
17011,103,1,t
6532,103,4,f
25469,103,4,t
17330,103,3,t
28637,103,4,t
9686,103,2,f
26713,103,4,t
13058,103,4,t
36197,103,4,f
41095,103,1,t
25129,103,1,t
3074,103,1,t
8887,103,3,t
28514,103,1,f
404,103,1,f
33117,103,3,t
33716,103,1,f
40351,103,4,f
20467,103,1,f
45296,103,4,t
25018,103,2,f
12974,103,1,f
29755,103,3,f
28892,103,2,t
33135,103,1,t
34599,103,2,t
30766,103,3,t
37608,104,4,f
38815,104,4,t
6773,104,3,f
19931,104,3,t
1734,104,3,f
34072,104,3,t
17966,104,1,f
22234,104,1,f
28085,104,1,f
3839,104,4,t
43294,104,3,t
13096,104,3,f
35930,104,2,f
15554,104,3,t
30857,104,3,t
9972,104,3,f
1491,104,4,f
20735,104,1,f
14207,104,4,f
42358,104,2,t
26188,104,1,t
15416,104,4,t
31113,104,2,t
3818,104,4,f
44275,104,4,f
18269,104,1,t
44924,104,2,f
5626,104,3,f
2448,104,2,f
26280,104,2,f
19316,104,4,t
9576,104,4,t
38269,104,2,f
23736,104,4,t
40509,104,2,f
6690,104,2,f
16061,104,4,t
16111,104,3,f
43773,104,4,f
24778,104,3,t
1217,105,2,t
1209,105,2,t
21190,105,2,f
414,105,4,t
15672,105,4,f
18482,105,4,t
39559,105,1,t
2768,105,3,t
32076,105,2,f
27815,105,3,t
43724,105,2,t
5502,105,2,f
6166,105,3,f
29340,105,1,t
10037,105,3,f
7116,105,4,t
16969,105,2,t
45360,105,3,f
11585,105,3,f
36549,105,1,t
14167,105,1,t
44015,105,2,t
38780,105,2,f
29602,105,1,t
44469,105,1,f
36103,105,3,f
3436,105,4,f
45041,105,3,f
38455,105,1,f
24064,105,3,f
42855,105,4,t
23938,105,4,f
44260,105,3,f
534,105,4,f
15905,105,2,f
35239,105,3,t
3781,105,3,t
35866,105,3,t
17443,105,4,t
14127,105,2,f
9132,106,4,f
6142,106,2,t
36391,106,3,f
24568,106,4,f
35404,106,2,f
23866,106,1,t
9468,106,2,f
27403,106,3,f
27816,106,3,f
26308,106,4,f
12352,106,3,t
37397,106,2,t
9882,106,2,t
3348,106,4,t
20672,106,1,f
28388,106,2,f
41756,106,1,f
25926,106,1,f
41257,106,2,f
12715,106,4,f
10599,106,3,t
8844,106,1,f
33224,106,4,t
27837,106,4,t
9199,106,4,t
14535,106,1,t
2740,106,3,f
41809,106,3,f
19786,106,3,t
3426,106,3,f
14514,106,4,f
6375,106,1,f
40727,106,3,f
38319,106,4,f
6171,106,4,t
28698,106,3,f
10123,106,4,f
16556,106,2,f
9985,106,1,t
16682,106,4,t
36008,107,4,f
1069,107,2,t
38118,107,1,f
3644,107,4,f
12482,107,4,t
8604,107,2,t
34782,107,1,t
5444,107,2,f
34881,107,3,f
35048,107,4,t
27794,107,3,t
27395,107,1,f
25665,107,2,t
5329,107,2,f
42368,107,4,t
20817,107,2,f
7214,107,1,t
27089,107,2,t
2458,107,3,t
9514,107,4,t
25405,107,1,f
44692,107,4,f
45686,107,4,f
36601,107,2,t
13386,107,4,f
23483,107,4,t
38840,107,1,f
28779,107,3,f
10303,107,1,t
9335,107,3,f
37297,107,4,f
4199,107,1,f
31530,107,1,f
26787,107,1,f
37125,107,3,t
31060,107,1,t
19887,107,1,t
6847,107,1,t
31275,107,2,t
38856,107,1,t
10100,108,4,t
43301,108,3,t
16276,108,3,f
24587,108,3,t
8951,108,1,t
44155,108,4,f
23444,108,4,t
27636,108,4,f
43190,108,1,f
13641,108,3,t
19117,108,4,t
12305,108,1,f
34593,108,4,f
13496,108,2,f
168,108,4,f
18353,108,3,f
5759,108,4,f
30470,108,4,t
28477,108,2,f
28115,108,3,f
865,108,1,f
21638,108,1,f
31931,108,3,f
8688,108,2,f
11325,108,4,t
19763,108,1,t
38616,108,2,f
4320,108,2,t
27063,108,2,f
14877,108,3,t
14419,108,3,f
5366,108,2,f
3681,108,1,t
26578,108,1,f
20127,108,2,t
37253,108,4,f
28806,108,4,t
17005,108,1,t
23555,108,1,f
40554,108,1,f
23521,109,3,t
20823,109,4,t
42376,109,3,f
16619,109,3,t
21951,109,3,t
8243,109,4,f
40903,109,2,t
39759,109,2,t
39735,109,1,f
8050,109,4,t
6850,109,2,f
38488,109,3,f
43924,109,2,f
20671,109,3,t
26229,109,2,f
44891,109,3,f
40628,109,1,f
27556,109,3,f
2073,109,4,f
29799,109,4,f
45166,109,2,t
10894,109,4,f
33318,109,4,f
25337,109,3,f
34969,109,2,f
4268,109,4,f
7746,109,3,f
40365,109,2,f
37870,109,3,t
26181,109,4,t
1866,109,1,f
6692,109,2,t
11190,109,1,t
10597,109,1,t
4771,109,2,t
27121,109,1,t
41748,109,2,t
13634,109,4,t
18654,109,2,f
4064,109,1,t
19378,110,3,t
33147,110,1,f
4468,110,1,f
25402,110,1,t
25883,110,3,t
19481,110,1,f
30866,110,4,t
4052,110,1,t
37876,110,3,f
12678,110,1,f
44476,110,3,f
44595,110,2,t
32206,110,1,t
38369,110,1,f
25863,110,1,t
42764,110,1,f
30395,110,1,t
2099,110,3,t
9944,110,2,f
32008,110,4,t
41247,110,3,f
2509,110,1,t
10743,110,2,f
22631,110,2,t
28511,110,3,t
35674,110,2,f
23643,110,4,f
12975,110,3,t
2925,110,2,t
41386,110,1,f
177,110,3,t
18871,110,1,t
32530,110,2,f
14238,110,3,t
14726,110,4,t
29741,110,1,f
23667,110,3,t
44475,110,2,t
2744,110,3,f
34198,110,1,f
16621,111,4,t
17124,111,1,f
26243,111,1,f
36885,111,4,t
6938,111,1,t
5018,111,4,f
24289,111,2,f
10074,111,1,t
43472,111,3,t
41693,111,3,t
33337,111,2,t
12107,111,2,f
45209,111,4,t
17615,111,1,f
9516,111,2,t
22141,111,1,f
32795,111,1,f
1064,111,1,f
44606,111,4,t
18176,111,2,t
40928,111,1,f
33209,111,3,t
38925,111,3,t
11026,111,3,f
21017,111,3,t
632,111,2,f
19819,111,2,t
6644,111,3,f
812,111,1,f
33229,111,3,f
24209,111,4,f
43303,111,4,t
13809,111,1,f
40991,111,3,f
6435,111,3,f
10512,111,2,f
30937,111,3,f
23497,111,2,t
32727,111,2,t
22856,111,2,t
2732,112,1,f
23064,112,4,t
39223,112,1,f
5819,112,4,f
40121,112,4,f
19216,112,2,f
33768,112,4,f
2164,112,2,f
6772,112,2,t
9524,112,4,t
41847,112,3,f
13379,112,2,t
1709,112,1,t
32738,112,3,f
24156,112,4,t
12850,112,4,t
26192,112,2,f
20380,112,1,t
22093,112,4,t
871,112,3,t
41838,112,2,t
44733,112,4,t
28989,112,1,f
31489,112,4,f
1083,112,2,f
9538,112,4,f
34750,112,4,t
24910,112,2,t
32634,112,3,f
22943,112,2,f
12197,112,2,t
44484,112,4,t
41425,112,2,f
31317,112,1,f
33156,112,2,t
2188,112,3,f
36093,112,4,f
41980,112,2,f
14441,112,4,t
33121,112,4,t
22228,113,4,f
17836,113,1,t
25308,113,4,t
35125,113,2,f
30757,113,3,t
6071,113,2,f
32738,113,4,f
16832,113,2,f
30930,113,4,t
19956,113,4,t
14454,113,4,t
38001,113,1,f
16976,113,2,f
9646,113,3,f
1368,113,2,f
8048,113,3,f
12185,113,2,t
36243,113,3,t
15912,113,3,t
33684,113,2,f
398,113,3,f
13588,113,1,t
13654,113,2,f
7563,113,4,t
3830,113,4,t
4417,113,1,f
35233,113,3,t
2084,113,4,t
848,113,4,t
19895,113,3,f
10260,113,2,t
34955,113,2,t
5883,113,3,t
19382,113,2,f
7652,113,1,t
18372,113,3,f
25280,113,4,t
40963,113,2,f
32767,113,2,t
4731,113,3,t
14765,114,4,t
31663,114,1,f
5880,114,3,f
31251,114,2,t
7065,114,1,f
11515,114,2,t
17481,114,3,f
16790,114,4,t
2293,114,3,t
34416,114,2,f
8699,114,2,t
12700,114,2,t
8541,114,4,t
9847,114,4,f
27283,114,2,t
9387,114,1,t
23521,114,4,t
195,114,1,t
37165,114,3,f
6885,114,2,f
22220,114,1,t
16831,114,4,t
19804,114,3,t
83,114,3,t
45037,114,1,f
1609,114,3,t
42033,114,1,f
8182,114,4,t
38757,114,2,t
33452,114,3,f
12436,114,4,t
13112,114,4,t
3329,114,1,f
42338,114,1,t
30003,114,4,f
10290,114,4,f
7822,114,4,t
901,114,1,t
15639,114,3,t
45364,114,2,t
31551,115,3,f
35212,115,3,f
41820,115,2,t
3511,115,3,t
11740,115,1,f
36403,115,3,f
33576,115,1,t
3232,115,2,t
9080,115,1,t
26722,115,1,f
39554,115,1,t
19979,115,3,f
40983,115,4,t
34009,115,3,f
38737,115,3,t
34130,115,2,t
16514,115,2,f
40517,115,3,f
45080,115,2,f
27635,115,1,t
27462,115,2,t
2756,115,2,t
27361,115,1,t
28817,115,1,t
21957,115,2,f
25054,115,1,f
2661,115,4,t
27490,115,1,t
37608,115,4,f
22689,115,4,t
14193,115,2,t
20804,115,1,t
16632,115,3,t
32856,115,4,f
26215,115,4,f
15294,115,2,t
2934,115,1,t
28455,115,4,t
11988,115,1,t
35841,115,4,t
2649,116,1,t
4744,116,3,t
29424,116,1,f
11698,116,1,f
3529,116,4,f
41094,116,2,f
1268,116,1,f
45088,116,2,f
23326,116,4,f
38454,116,3,t
23930,116,4,f
37559,116,2,f
15198,116,3,f
10242,116,3,f
16215,116,1,t
32759,116,2,f
17896,116,3,f
27963,116,2,t
39719,116,4,t
14098,116,4,t
1728,116,3,t
1390,116,3,t
12487,116,3,f
30902,116,2,t
33610,116,4,f
8640,116,1,f
1476,116,1,f
16030,116,4,t
29390,116,4,f
45517,116,1,t
2773,116,3,f
43483,116,2,t
10608,116,3,f
37268,116,3,t
6328,116,2,f
6158,116,4,t
28476,116,3,t
32928,116,3,f
44388,116,4,f
31,116,2,f
15227,117,2,f
31432,117,1,f
17956,117,3,t
25063,117,4,t
5305,117,2,t
25705,117,1,t
17137,117,4,f
34125,117,4,f
33245,117,2,f
14905,117,1,t
20146,117,1,t
21596,117,1,f
23773,117,1,t
29832,117,1,f
45215,117,1,t
14768,117,2,t
30165,117,2,f
33794,117,3,t
14930,117,4,t
23224,117,2,t
14022,117,1,t
11655,117,1,f
43862,117,4,f
14283,117,1,f
6958,117,2,t
18972,117,3,f
5611,117,4,t
22354,117,4,t
